geometry,data,zone,name,id,type
"MULTIPOLYGON (((102.402589 16.25948, 102.416106 16.2478, 102.327361 16.12593, 102.286752 16.08563, 102.283174 16.07049, 102.27176 16.07131, 102.24366 16.051981, 102.192252 15.992671, 102.169693 15.980291, 102.145568 15.979281, 102.087195 16.000459, 102.097283 16.009229, 102.094299 16.058219, 102.113221 16.122609, 102.115226 16.19502, 102.124589 16.21423, 102.187821 16.187259, 102.240228 16.232771, 102.285735 16.234212, 102.294549 16.25058, 102.343491 16.262961, 102.355949 16.285401, 102.402589 16.25948)))",80,,แก้งคร้อ,3612,3
"MULTIPOLYGON (((101.572022 16.72447, 101.589256 16.72232, 101.594941 16.707321, 101.6063 16.706171, 101.619439 16.6853, 101.635423 16.679069, 101.684433 16.686281, 101.727981 16.649801, 101.753022 16.66549, 101.755729 16.650421, 101.766389 16.653399, 101.780608 16.644969, 101.776093 16.626811, 101.807534 16.650769, 101.824431 16.648431, 101.831276 16.65649, 101.85463 16.655362, 101.856469 16.64779, 101.875183 16.64068, 101.891586 16.642781, 101.907752 16.62633, 101.95356 16.63229, 101.957718 16.616521, 101.979499 16.609439, 101.98555 16.595341, 101.980393 16.58676, 101.994079 16.581912, 101.991501 16.565151, 102.02655 16.555401, 102.038207 16.513561, 102.075996 16.500009, 102.03782 16.460951, 102.01793 16.45519, 101.968179 16.462611, 101.951981 16.473261, 101.930359 16.467992, 101.929862 16.47859, 101.901437 16.492581, 101.853652 16.49081, 101.837028 16.477101, 101.811561 16.47732, 101.803299 16.46571, 101.76294 16.48192, 101.746209 16.457799, 101.732612 16.4621, 101.727883 16.452471, 101.725373 16.46466, 101.70536 16.465669, 101.702881 16.454301, 101.682685 16.449011, 101.675798 16.438621, 101.676978 16.42116, 101.659568 16.424841, 101.589332 16.392021, 101.557793 16.417201, 101.539359 16.412581, 101.527175 16.392789, 101.49968 16.41262, 101.461372 16.417529, 101.448486 16.43896, 101.452447 16.4539, 101.474778 16.47696, 101.46511 16.499959, 101.468727 16.51808, 101.474349 16.527249, 101.485526 16.523411, 101.520721 16.5468, 101.497886 16.56937, 101.501906 16.6082, 101.527841 16.618298, 101.510879 16.654651, 101.512582 16.677918, 101.528709 16.67762, 101.54013 16.664061, 101.55024 16.666402, 101.563188 16.64777, 101.573442 16.647501, 101.579019 16.670668, 101.554358 16.720331, 101.557809 16.72937, 101.572022 16.72447)))",80,,คอนสาร,3613,3
"MULTIPOLYGON (((101.38407 16.18586, 101.383621 16.17324, 101.409173 16.1499, 101.402367 16.138891, 101.42125 16.12835, 101.426291 16.114799, 101.437058 16.113092, 101.44052 16.125629, 101.473312 16.117112, 101.490631 16.07766, 101.510437 16.05929, 101.513756 16.01159, 101.519729 16.001501, 101.528777 16.00313, 101.535553 15.967551, 101.555092 15.9473, 101.532417 15.94589, 101.498802 15.96575, 101.47744 15.954202, 101.457992 15.9166, 101.453652 15.8737, 101.430282 15.839051, 101.418328 15.755561, 101.407753 15.7345, 101.3937 15.743541, 101.385146 15.73512, 101.336792 15.753572, 101.334518 15.775941, 101.318199 15.78792, 101.332138 15.801281, 101.332963 15.826679, 101.325736 15.830729, 101.332947 15.878872, 101.35402 15.887332, 101.37616 15.917822, 101.362428 15.922551, 101.375549 15.9658, 101.359048 15.961112, 101.342843 15.98373, 101.342164 16.011342, 101.324387 16.039341, 101.342957 16.1509, 101.364876 16.1831, 101.38407 16.18586)))",80,,ภักดีชุมพล,3614,3
"MULTIPOLYGON (((102.007102 15.688473, 102.005753 15.682153, 102.036163 15.666351, 102.031128 15.653401, 102.04631 15.63097, 102.059121 15.636141, 102.075852 15.62818, 102.068939 15.59168, 102.040368 15.544089, 102.045068 15.526841, 102.034278 15.497711, 102.03746 15.475221, 102.011742 15.45433, 101.997949 15.46279, 101.959709 15.451071, 101.937057 15.452692, 101.91928 15.469512, 101.918587 15.543531, 101.910758 15.55058, 101.917641 15.561892, 101.907868 15.571241, 101.997459 15.58698, 101.989083 15.61196, 102.00521 15.657581, 101.991959 15.68628, 102.002487 15.688511, 102.001937 15.694861, 102.007102 15.688473)))",80,,เนินสง่า,3615,3
"MULTIPOLYGON (((101.640717 15.68182, 101.644279 15.671919, 101.67286 15.65587, 101.699608 15.657511, 101.70732 15.669301, 101.738282 15.67539, 101.739388 15.643439, 101.764351 15.59926, 101.73526 15.574491, 101.724578 15.53851, 101.665963 15.533421, 101.649804 15.547011, 101.622621 15.54702, 101.596627 15.562281, 101.57013 15.56614, 101.548378 15.55987, 101.527932 15.565921, 101.506852 15.590691, 101.467635 15.59668, 101.483001 15.629671, 101.531196 15.617961, 101.59443 15.62777, 101.596511 15.670401, 101.640717 15.68182)))",80,,ซับใหญ่,3616,3
,80,,,3651,3
,80,,,3652,3
,80,,,3653,3
,80,,,3654,3
,80,,,3655,3
,80,,,3656,3
,80,,,3657,3
,80,,,3658,3
,80,,,3659,3
"MULTIPOLYGON (((104.583008 16.01244, 104.601823 15.999809, 104.623338 15.997421, 104.688979 16.01092, 104.743156 16.00997, 104.766068 15.971612, 104.809083 15.974671, 104.783677 15.92267, 104.816643 15.90203, 104.817841 15.882051, 104.801819 15.869671, 104.80201 15.85502, 104.812928 15.855841, 104.820793 15.83748, 104.816627 15.819081, 104.839432 15.81924, 104.841537 15.812749, 104.815141 15.778271, 104.796951 15.766661, 104.786888 15.717691, 104.769608 15.71739, 104.773323 15.731022, 104.761467 15.75583, 104.763755 15.774711, 104.72467 15.777781, 104.719529 15.759702, 104.702827 15.768509, 104.694007 15.78393, 104.670388 15.787551, 104.642701 15.77595, 104.625314 15.778011, 104.609207 15.766581, 104.606034 15.785919, 104.582306 15.78653, 104.568572 15.76956, 104.535461 15.75387, 104.520371 15.773521, 104.502616 15.7822, 104.468261 15.786562, 104.433732 15.779358, 104.442276 15.804649, 104.437378 15.811751, 104.462677 15.841961, 104.45021 15.865999, 104.459053 15.873591, 104.456329 15.8995, 104.469535 15.90107, 104.470977 15.916441, 104.505629 15.948782, 104.503159 15.975172, 104.521652 15.983051, 104.532731 16.002791, 104.558984 16.000231, 104.571868 16.013651, 104.583008 16.01244)))",80,,เมืองอำนาจเจริญ,3701,3
"MULTIPOLYGON (((104.972617 16.275359, 104.991546 16.270821, 105.018182 16.24053, 105.014236 16.189991, 105.043159 16.10743, 105.06276 16.09554, 105.042931 16.090681, 105.005783 16.01392, 104.96692 16.03143, 104.944602 16.02877, 104.934059 16.022731, 104.937783 16.011369, 104.89151 15.998469, 104.861428 16.005911, 104.809083 15.974671, 104.809837 16.00269, 104.8014 16.01969, 104.81208 16.02609, 104.809821 16.042411, 104.820731 16.051589, 104.822418 16.066271, 104.844398 16.074061, 104.81775 16.098931, 104.826591 16.15371, 104.807938 16.160021, 104.793327 16.15472, 104.769654 16.19313, 104.792648 16.19726, 104.817032 16.18328, 104.831108 16.201909, 104.856972 16.198972, 104.881286 16.208339, 104.8889 16.23392, 104.916177 16.253669, 104.933601 16.251711, 104.949012 16.260451, 104.962067 16.272159, 104.96067 16.28203, 104.972617 16.275359)))",80,,ชานุมาน,3702,3
"MULTIPOLYGON (((104.970657 16.028289, 105.005783 16.01392, 105.01268 15.975172, 105.00264 15.94934, 104.97654 15.927932, 104.97432 15.912081, 104.992095 15.90964, 104.965659 15.858622, 104.961548 15.787141, 104.90982 15.75893, 104.847541 15.75431, 104.819314 15.783551, 104.840263 15.818181, 104.816627 15.819081, 104.820793 15.83748, 104.812928 15.855841, 104.80201 15.85502, 104.801819 15.869671, 104.817841 15.882051, 104.816643 15.90203, 104.784028 15.924783, 104.809541 15.97535, 104.854606 16.00305, 104.870986 16.00716, 104.894562 15.99888, 104.938278 16.011599, 104.93663 16.026149, 104.970657 16.028289)))",80,,ปทุมราชวงศา,3703,3
"MULTIPOLYGON (((104.82428 15.78284, 104.847541 15.75431, 104.90982 15.75893, 104.908852 15.72555, 104.893515 15.687322, 104.89711 15.652271, 104.931572 15.64126, 104.933571 15.618241, 104.92608 15.612742, 104.92884 15.60102, 104.910447 15.59467, 104.887581 15.571911, 104.897727 15.561791, 104.882279 15.53549, 104.867011 15.54736, 104.867629 15.559521, 104.879173 15.56093, 104.86432 15.57775, 104.849533 15.57231, 104.847648 15.581741, 104.838866 15.579181, 104.839272 15.590021, 104.826087 15.583471, 104.804962 15.608021, 104.815947 15.623251, 104.809112 15.636301, 104.816613 15.65367, 104.786986 15.72312, 104.796951 15.766661, 104.82428 15.78284)))",80,,พนา,3704,3
"MULTIPOLYGON (((104.630891 16.119102, 104.666518 16.120679, 104.743446 16.097249, 104.765191 16.096629, 104.787148 16.10844, 104.806129 16.09324, 104.818976 16.096411, 104.829652 16.08886, 104.844398 16.074061, 104.822418 16.066271, 104.820731 16.051589, 104.809821 16.042411, 104.81208 16.02609, 104.8014 16.01969, 104.809837 16.00269, 104.809083 15.974671, 104.766068 15.971612, 104.742867 16.010011, 104.688979 16.01092, 104.623338 15.997421, 104.601823 15.999809, 104.580802 16.014049, 104.543641 15.997521, 104.526237 16.00728, 104.518151 16.023971, 104.53292 16.036251, 104.562881 16.095702, 104.604316 16.1033, 104.630891 16.119102)))",80,,เสนางคนิคม,3705,3
"MULTIPOLYGON (((104.468956 15.786211, 104.516747 15.775561, 104.535461 15.75387, 104.568802 15.769722, 104.580681 15.786152, 104.60662 15.785021, 104.609207 15.766581, 104.59272 15.737041, 104.603416 15.72634, 104.600991 15.71368, 104.610198 15.695331, 104.622642 15.685302, 104.60376 15.671201, 104.614196 15.661652, 104.631768 15.66146, 104.640258 15.64537, 104.617141 15.637381, 104.618814 15.622261, 104.607003 15.61113, 104.580695 15.60195, 104.58828 15.565431, 104.557281 15.554683, 104.549712 15.540691, 104.528671 15.556691, 104.51352 15.558471, 104.506737 15.584982, 104.493988 15.58477, 104.491433 15.59266, 104.484978 15.58337, 104.465462 15.586301, 104.466508 15.62625, 104.441841 15.616712, 104.449882 15.63422, 104.440469 15.647211, 104.44864 15.65401, 104.438782 15.665451, 104.448097 15.669731, 104.439019 15.685191, 104.44381 15.697751, 104.422012 15.696071, 104.433274 15.736489, 104.421096 15.745791, 104.436088 15.75152, 104.427781 15.770401, 104.432289 15.777901, 104.468956 15.786211)))",80,,หัวตะพาน,3706,3
"MULTIPOLYGON (((104.678871 15.78351, 104.694007 15.78393, 104.702827 15.768509, 104.719529 15.759702, 104.72467 15.777781, 104.765237 15.77369, 104.761405 15.75635, 104.773293 15.731279, 104.769608 15.71739, 104.786888 15.717691, 104.813103 15.66985, 104.810334 15.65723, 104.816627 15.65344, 104.809112 15.636301, 104.815986 15.623522, 104.805046 15.608821, 104.805589 15.59181, 104.791809 15.59847, 104.789628 15.619071, 104.748483 15.64075, 104.744599 15.65643, 104.731056 15.646051, 104.716392 15.65873, 104.699632 15.65612, 104.687042 15.668813, 104.650147 15.67586, 104.644096 15.68496, 104.622642 15.685302, 104.610328 15.695109, 104.600991 15.71368, 104.603416 15.72634, 104.59272 15.737041, 104.609786 15.767502, 104.626923 15.778492, 104.678871 15.78351)))",80,,ลืออำนาจ,3707,3
"MULTIPOLYGON (((103.410591 18.44627, 103.459472 18.42272, 103.530387 18.42318, 103.572982 18.402981, 103.613938 18.400261, 103.698647 18.340701, 103.823143 18.33474, 103.838196 18.3219, 103.855057 18.28377, 103.865433 18.280781, 103.890381 18.29203, 103.928292 18.266902, 104.006813 18.17926, 103.982689 18.162591, 103.948982 18.153741, 103.935622 18.183242, 103.926749 18.17771, 103.911338 18.19709, 103.8872 18.177182, 103.913291 18.15414, 103.920005 18.12854, 103.898796 18.12258, 103.890687 18.10891, 103.882103 18.13579, 103.828521 18.20228, 103.802482 18.265541, 103.706658 18.278111, 103.7231 18.21982, 103.670563 18.18597, 103.663689 18.158689, 103.648178 18.18396, 103.621553 18.188539, 103.5941 18.18032, 103.600418 18.19067, 103.571099 18.19763, 103.546637 18.219852, 103.553901 18.222521, 103.551086 18.229271, 103.541778 18.225271, 103.539802 18.237551, 103.548568 18.23739, 103.536903 18.267989, 103.541154 18.277612, 103.533332 18.27389, 103.536217 18.28212, 103.529601 18.27884, 103.524407 18.28681, 103.532913 18.29009, 103.534187 18.3018, 103.521722 18.316161, 103.50792 18.309761, 103.438912 18.319311, 103.427742 18.314069, 103.420676 18.283271, 103.4282 18.27471, 103.407348 18.27412, 103.380669 18.30709, 103.377617 18.324149, 103.362023 18.32649, 103.363121 18.36294, 103.33448 18.364561, 103.323952 18.377582, 103.307312 18.377251, 103.328583 18.43125, 103.410591 18.44627)))",80,,บึงกาฬ,3801,3
"MULTIPOLYGON (((103.590766 18.1949, 103.600418 18.19067, 103.5941 18.18032, 103.621553 18.188539, 103.65014 18.18321, 103.666474 18.15266, 103.728287 18.090859, 103.762877 18.07496, 103.76468 18.045249, 103.73803 18.030351, 103.728173 18.009941, 103.718377 17.940211, 103.706726 17.93666, 103.68628 17.95384, 103.664947 17.94824, 103.670648 17.964862, 103.665551 17.97159, 103.654846 17.96125, 103.641709 17.962031, 103.640526 17.97489, 103.628297 17.966539, 103.624397 18.00056, 103.644112 18.011792, 103.614692 18.01194, 103.59826 18.048771, 103.590759 18.036819, 103.582108 18.03804, 103.562926 18.06088, 103.542733 18.06885, 103.55014 18.076642, 103.546182 18.08541, 103.562149 18.08554, 103.553306 18.09467, 103.557511 18.10739, 103.54963 18.098132, 103.552003 18.10868, 103.536263 18.115319, 103.541901 18.130081, 103.536858 18.149151, 103.549188 18.160008, 103.556602 18.157579, 103.570862 18.185979, 103.590766 18.1949)))",80,,พรเจริญ,3802,3
"MULTIPOLYGON (((103.439507 18.317091, 103.527251 18.312271, 103.533965 18.295829, 103.524407 18.28681, 103.529601 18.27884, 103.536217 18.28212, 103.533332 18.27389, 103.541154 18.277612, 103.537459 18.264999, 103.546624 18.252359, 103.541778 18.225271, 103.551086 18.229271, 103.547317 18.219141, 103.587058 18.192851, 103.570862 18.185979, 103.556602 18.157579, 103.549188 18.160008, 103.536858 18.149151, 103.541901 18.130081, 103.536263 18.115319, 103.552003 18.10868, 103.54963 18.098132, 103.557511 18.10739, 103.553306 18.09467, 103.562019 18.0851, 103.54235 18.088061, 103.539529 18.06753, 103.518326 18.073741, 103.507539 18.067621, 103.507316 18.057821, 103.498917 18.06433, 103.500717 18.041388, 103.49372 18.03946, 103.506051 17.995179, 103.49463 17.986151, 103.47461 18.003972, 103.467132 17.98707, 103.450852 17.992549, 103.441132 17.980599, 103.45443 17.976021, 103.44899 17.965179, 103.429146 17.974861, 103.432106 17.980912, 103.403389 17.99161, 103.409203 18.002511, 103.398247 18.007591, 103.394127 18.022529, 103.373756 18.03074, 103.35617 18.024609, 103.352371 18.04447, 103.314788 18.0552, 103.301681 18.081761, 103.316292 18.099951, 103.294839 18.106171, 103.30416 18.153499, 103.325523 18.14856, 103.32808 18.13009, 103.339462 18.14683, 103.381637 18.16409, 103.38932 18.175269, 103.39672 18.175461, 103.410117 18.15669, 103.411027 18.165351, 103.422288 18.16678, 103.416617 18.180692, 103.439796 18.19688, 103.436127 18.221732, 103.424697 18.241791, 103.401459 18.25289, 103.390877 18.2751, 103.400299 18.281311, 103.407348 18.27412, 103.427726 18.27425, 103.420676 18.283271, 103.427742 18.314069, 103.439507 18.317091)))",80,,โซ่พิสัย,3803,3
"MULTIPOLYGON (((103.926749 18.17771, 103.935622 18.183242, 103.948982 18.153741, 103.982689 18.162591, 104.006813 18.17926, 104.023567 18.164391, 104.029479 18.13019, 104.050279 18.11833, 104.049567 18.093959, 104.060546 18.07014, 104.027558 18.0534, 103.991607 18.008911, 103.976464 17.9759, 104.003472 17.92355, 103.997833 17.90728, 104.0047 17.890332, 103.984612 17.857549, 104.005051 17.847329, 104.000938 17.839822, 104.014808 17.82857, 104.019364 17.808089, 104.003128 17.805441, 104.002342 17.78633, 103.990251 17.78569, 103.982064 17.767131, 103.972688 17.776202, 103.976357 17.781041, 103.9609 17.771539, 103.944718 17.78097, 103.936607 17.80349, 103.919762 17.81703, 103.927964 17.83104, 103.925614 17.85302, 103.918449 17.857321, 103.903183 17.846349, 103.908851 17.878681, 103.878441 17.873849, 103.868103 17.861959, 103.871041 17.877099, 103.858681 17.881131, 103.838355 17.867812, 103.799651 17.8748, 103.797921 17.86853, 103.814559 17.85555, 103.7985 17.83966, 103.767898 17.88112, 103.770888 17.888522, 103.790017 17.8896, 103.778207 17.90555, 103.785286 17.929269, 103.759942 17.919309, 103.768639 17.952381, 103.749588 17.908581, 103.724212 17.92391, 103.718377 17.940211, 103.722947 17.993789, 103.73803 18.030351, 103.789169 18.053231, 103.80503 18.048691, 103.799911 18.04284, 103.84922 18.046011, 103.864066 18.05897, 103.896888 18.12093, 103.920005 18.12854, 103.913291 18.15414, 103.887252 18.177371, 103.911812 18.19711, 103.926749 18.17771)))",80,,เซกา,3804,3
"MULTIPOLYGON (((103.323592 18.432452, 103.327683 18.42682, 103.307312 18.377251, 103.323952 18.377582, 103.33448 18.364561, 103.363671 18.36233, 103.357804 18.348131, 103.365897 18.33666, 103.362023 18.32649, 103.377617 18.324149, 103.380669 18.30709, 103.398911 18.28619, 103.400237 18.27884, 103.390877 18.2751, 103.400932 18.253619, 103.424697 18.241791, 103.436127 18.221732, 103.438606 18.19348, 103.416617 18.180692, 103.422288 18.16678, 103.411027 18.165351, 103.410562 18.15671, 103.394729 18.176309, 103.341759 18.14696, 103.35849 18.16118, 103.353927 18.17539, 103.28376 18.232489, 103.267152 18.230119, 103.260879 18.259201, 103.297273 18.269719, 103.302116 18.30764, 103.289756 18.32904, 103.259986 18.33292, 103.249427 18.342091, 103.247597 18.363702, 103.298332 18.422371, 103.323592 18.432452)))",80,,ปากคาด,3805,3
"MULTIPOLYGON (((104.096527 18.143311, 104.118019 18.10202, 104.192558 18.021129, 104.176406 18.01841, 104.174722 18.00046, 104.153106 18.02135, 104.147949 18.01201, 104.114929 18.00118, 104.121727 17.97265, 104.142517 17.949952, 104.129485 17.92693, 104.091447 17.89899, 104.075547 17.87738, 104.051537 17.887921, 104.053039 17.90113, 104.044702 17.906589, 104.032196 17.90774, 104.005913 17.888839, 103.997833 17.90728, 104.003326 17.924011, 103.976464 17.9759, 103.991607 18.008911, 104.027558 18.0534, 104.060562 18.06771, 104.049567 18.093959, 104.050279 18.11833, 104.029479 18.13019, 104.027542 18.14843, 104.041267 18.14335, 104.085418 18.168489, 104.096527 18.143311)))",80,,บึงโขลงหลง,3806,3
"MULTIPOLYGON (((103.711708 18.274091, 103.802482 18.265541, 103.828521 18.20228, 103.882103 18.13579, 103.890381 18.107452, 103.864066 18.05897, 103.84922 18.046011, 103.799911 18.04284, 103.805199 18.048481, 103.792121 18.053381, 103.763946 18.04542, 103.76226 18.07594, 103.730477 18.088952, 103.665939 18.153369, 103.670563 18.18597, 103.722892 18.21925, 103.703086 18.27368, 103.711708 18.274091)))",80,,ศรีวิไล,3807,3
"MULTIPOLYGON (((104.086586 18.16909, 104.04345 18.14415, 104.031647 18.14523, 103.979201 18.21706, 103.934608 18.262371, 103.890381 18.29203, 103.92569 18.32526, 103.956032 18.33658, 103.976159 18.333419, 104.06118 18.22056, 104.086586 18.16909)))",80,,บุ่งคล้า,3808,3
"MULTIPOLYGON (((102.386582 17.379792, 102.428781 17.36621, 102.444482 17.323809, 102.442848 17.27855, 102.510139 17.28567, 102.596427 17.26292, 102.574921 17.228179, 102.523201 17.20743, 102.474831 17.198772, 102.502875 17.153041, 102.529961 17.08556, 102.581132 17.038291, 102.552697 17.014121, 102.505576 16.999122, 102.481942 17.02215, 102.461281 17.0222, 102.433129 16.989271, 102.41449 16.92203, 102.406051 16.916902, 102.376313 16.92662, 102.375802 16.949792, 102.359595 16.945051, 102.348763 16.96034, 102.331658 16.952422, 102.324508 16.959909, 102.331879 17.034719, 102.323769 17.050051, 102.332704 17.07029, 102.325622 17.105181, 102.31662 17.116581, 102.27877 17.126341, 102.263092 17.146591, 102.239829 17.154141, 102.235574 17.168591, 102.249862 17.17701, 102.261041 17.210511, 102.28321 17.23785, 102.25512 17.305909, 102.274018 17.312731, 102.285523 17.308772, 102.314088 17.322891, 102.339028 17.352372, 102.340081 17.372961, 102.363244 17.358341, 102.379287 17.36523, 102.377509 17.384061, 102.386582 17.379792)))",80,,เมืองหนองบัวลำภู,3901,3
"MULTIPOLYGON (((102.137801 17.49048, 102.194312 17.476949, 102.212151 17.46022, 102.241272 17.45641, 102.259361 17.437192, 102.258689 17.42467, 102.277008 17.415759, 102.285309 17.425479, 102.29686 17.411691, 102.312499 17.407711, 102.318427 17.42957, 102.330657 17.432292, 102.367301 17.42277, 102.386466 17.404671, 102.409973 17.39787, 102.425018 17.37192, 102.377999 17.384211, 102.379287 17.36523, 102.362998 17.358329, 102.340302 17.373071, 102.339028 17.352372, 102.314088 17.322891, 102.285523 17.308772, 102.255256 17.306089, 102.283278 17.238351, 102.261041 17.210511, 102.249862 17.17701, 102.236137 17.17049, 102.241928 17.147541, 102.235512 17.14139, 102.194481 17.15276, 102.182222 17.165929, 102.134018 17.170569, 102.125389 17.180641, 102.10533 17.1751, 102.096152 17.187791, 102.10923 17.208271, 102.107062 17.22399, 102.091232 17.240512, 102.111947 17.256901, 102.116623 17.28849, 102.148468 17.291001, 102.12169 17.3059, 102.132682 17.352609, 102.139474 17.36059, 102.147987 17.35375, 102.166008 17.360451, 102.162637 17.37153, 102.115463 17.40404, 102.109977 17.418291, 102.1147 17.45274, 102.129991 17.460191, 102.121291 17.47225, 102.105652 17.475591, 102.13012 17.49012, 102.130462 17.49717, 102.137801 17.49048)))",80,,นากลาง,3902,3
"MULTIPOLYGON (((102.629928 17.011561, 102.670403 16.991559, 102.683228 16.958291, 102.626373 16.840959, 102.613831 16.76608, 102.543029 16.779012, 102.497727 16.80026, 102.433663 16.78649, 102.404793 16.801639, 102.391487 16.856931, 102.368919 16.876659, 102.389443 16.926269, 102.405502 16.91695, 102.414039 16.921111, 102.432457 16.987819, 102.451271 17.014, 102.474129 17.02532, 102.505576 16.999122, 102.552697 17.014121, 102.581132 17.038291, 102.629928 17.011561)))",80,,โนนสัง,3903,3
"MULTIPOLYGON (((102.076233 17.182359, 102.08632 17.16737, 102.100777 17.17817, 102.125389 17.180641, 102.134018 17.170569, 102.182222 17.165929, 102.194481 17.15276, 102.22068 17.14949, 102.226159 17.141451, 102.240882 17.145321, 102.239829 17.154141, 102.24965 17.15328, 102.281731 17.124531, 102.321037 17.113789, 102.332704 17.07029, 102.323829 17.05071, 102.331872 17.034061, 102.322762 16.964759, 102.331658 16.952422, 102.347586 16.96067, 102.359595 16.945051, 102.375802 16.949792, 102.375649 16.92747, 102.389443 16.926269, 102.368949 16.87613, 102.391487 16.856931, 102.404793 16.801639, 102.379111 16.814671, 102.378357 16.80808, 102.3629 16.814331, 102.3525 16.82789, 102.344674 16.81522, 102.336679 16.82867, 102.340897 16.83496, 102.32544 16.84412, 102.332047 16.852751, 102.318069 16.85255, 102.325752 16.86504, 102.304253 16.8733, 102.304397 16.883882, 102.293031 16.881969, 102.297172 16.88962, 102.256287 16.892531, 102.252052 16.87598, 102.231392 16.874188, 102.21817 16.85665, 102.18998 16.856019, 102.18283 16.869851, 102.172806 16.863319, 102.157447 16.87943, 102.126588 16.87874, 102.10608 16.895389, 102.098352 16.88857, 102.101501 16.88031, 102.083519 16.887319, 102.072853 16.882961, 102.067802 16.895191, 102.048286 16.905242, 102.033677 16.951761, 102.059082 16.964969, 102.075059 16.96317, 102.097686 16.985321, 102.098794 17.00198, 102.132561 17.006371, 102.155747 17.026938, 102.105766 17.062812, 102.10637 17.081391, 102.09259 17.109382, 102.022812 17.130172, 102.023193 17.166041, 102.046127 17.153581, 102.050301 17.168261, 102.076233 17.182359)))",80,,ศรีบุญเรือง,3904,3
"MULTIPOLYGON (((102.320351 17.672481, 102.335181 17.549111, 102.37033 17.49908, 102.409652 17.39769, 102.348603 17.43027, 102.318427 17.42957, 102.312499 17.407711, 102.29686 17.411691, 102.285309 17.425479, 102.277008 17.415759, 102.258689 17.42467, 102.259361 17.437192, 102.241272 17.45641, 102.212151 17.46022, 102.194312 17.476949, 102.13707 17.490891, 102.128808 17.501181, 102.142676 17.5194, 102.139312 17.55549, 102.124047 17.56754, 102.109483 17.607751, 102.086776 17.633941, 102.106208 17.64504, 102.126121 17.631892, 102.144272 17.656942, 102.161841 17.66377, 102.264649 17.658261, 102.281549 17.670819, 102.320351 17.672481)))",80,,สุวรรณคูหา,3905,3
"MULTIPOLYGON (((102.109558 17.475971, 102.129991 17.460191, 102.115967 17.454381, 102.10804 17.436791, 102.112099 17.40958, 102.162637 17.37153, 102.166008 17.360451, 102.147987 17.35375, 102.139474 17.36059, 102.132682 17.352609, 102.12169 17.3059, 102.148468 17.291001, 102.116623 17.28849, 102.111947 17.256901, 102.091232 17.240512, 102.107062 17.22399, 102.109383 17.205841, 102.095788 17.191581, 102.100608 17.177589, 102.086616 17.167331, 102.075401 17.19293, 102.018509 17.194731, 101.998726 17.202781, 102.009071 17.215022, 102.057197 17.20302, 102.076287 17.210131, 102.061097 17.2316, 102.070099 17.25368, 102.054879 17.248769, 102.036605 17.259889, 102.028909 17.278409, 102.016082 17.27757, 102.016296 17.28673, 101.993081 17.30962, 101.999161 17.331021, 102.022347 17.339871, 102.01496 17.360419, 102.020599 17.369611, 101.983643 17.410312, 101.994407 17.41946, 101.98658 17.434999, 101.99353 17.45754, 102.033791 17.458071, 102.05413 17.44848, 102.109558 17.475971)))",80,,,3906,3
"MULTIPOLYGON (((102.729476 16.6311, 102.749314 16.608418, 102.766799 16.60515, 102.796998 16.62566, 102.819167 16.62285, 102.847032 16.632541, 102.860871 16.621409, 102.848702 16.615021, 102.851449 16.601239, 102.862457 16.597381, 102.86596 16.603051, 102.860962 16.584239, 102.87365 16.592809, 102.886117 16.582751, 102.876426 16.58036, 102.883698 16.567991, 102.875671 16.567038, 102.88391 16.559732, 102.874498 16.55681, 102.888366 16.538941, 102.898178 16.53846, 102.890976 16.532051, 102.90657 16.529542, 102.904632 16.54458, 102.960747 16.541211, 102.966597 16.50795, 103.001151 16.494031, 103.022682 16.47459, 102.95543 16.450281, 102.964562 16.42823, 102.977143 16.422359, 102.960129 16.423421, 102.958611 16.411471, 102.948663 16.407061, 102.959122 16.39905, 102.952264 16.388331, 102.938056 16.387301, 102.93972 16.37545, 102.922637 16.375842, 102.929589 16.365071, 102.919068 16.36755, 102.907447 16.35633, 102.911178 16.347802, 102.898308 16.347642, 102.896507 16.31273, 102.850562 16.27419, 102.84842 16.21627, 102.837113 16.22399, 102.832076 16.257142, 102.796898 16.282199, 102.777641 16.28337, 102.781213 16.30582, 102.774772 16.320021, 102.78157 16.325069, 102.785522 16.319862, 102.790557 16.329692, 102.715537 16.3393, 102.679702 16.3644, 102.695861 16.4023, 102.672653 16.446689, 102.647393 16.471442, 102.651252 16.51053, 102.632759 16.53661, 102.691018 16.60061, 102.688087 16.615579, 102.699852 16.630309, 102.729476 16.6311)))",80,,เมืองขอนแก่น,4001,3
"MULTIPOLYGON (((102.632599 16.658331, 102.688912 16.650819, 102.70057 16.63087, 102.688087 16.615579, 102.691018 16.60061, 102.632287 16.534871, 102.651252 16.51053, 102.64441 16.491159, 102.647569 16.471032, 102.672897 16.446319, 102.695214 16.39559, 102.678857 16.367869, 102.669799 16.37537, 102.599198 16.348251, 102.528352 16.34113, 102.520051 16.350641, 102.549285 16.378089, 102.555038 16.439019, 102.577301 16.50934, 102.585419 16.578122, 102.579033 16.63482, 102.62477 16.661231, 102.632599 16.658331)))",80,,บ้านฝาง,4002,3
