hospcode
01958
05621
10450
01748
01612
11014
11168
01923
09428
09910
07200
05826
05311
03145
09861
06613
03413
01023
03009
05766
08655
06043
05251
77685
08979
01330
09478
08000
04966
01293
07781
02800
03987
06269
99869
01891
05685
09820
02257
01727
09780
02633
05517
09802
07999
02759
40965
06340
08901
04602
07915
08438
05592
08952
03323
02208
04274
03258
03170
03288
04923
06109
14042
08243
02306
08639
07026
09565
03742
13822
14092
22741
09619
02794
06219
04353
04486
14274
10782
02553
04630
09660
05072
09681
01525
08187
09081
08088
10916
04944
09637
02152
14435
08519
11915
06016
01693
99930
05300
06997
05549
06119
06852
04561
23969
07933
01443
02741
10906
06312
05683
10413
08115
02455
04764
06065
14834
04604
02279
07857
10698
06205
99868
77687
04312
00950
14250
13922
07931
08086
02517
11760
13924
06637
02665
08528
04943
05365
03909
27981
07159
01454
05314
02340
99950
09700
03476
99768
09828
05192
09141
07630
09348
02155
08565
13947
08677
08352
01000
08974
01235
09121
14218
14458
23219
05080
10146
02030
01737
01973
09801
03667
07147
02149
07315
07326
02707
02261
11260
06730
04699
05738
10473
04964
01249
03994
01458
06338
08670
08540
01468
02602
02007
07399
07352
04057
05774
09611
25018
08825
14258
02640
03953
04768
05229
04196
06028
01537
07138
04040
03102
03420
07142
08926
03995
04451
09452
07629
11264
05450
01115
06593
10632
23565
10120
07530
05770
08892
05610
14307
08127
04642
01837
02674
04875
02161
04661
03833
10734
02491
08103
04611
05726
04052
04454
09962
06048
14994
05972
03605
09263
07043
07821
02974
10365
08281
14915
06249
04889
05551
15017
03221
09427
03983
01689
06750
03803
05827
03341
06934
02722
10899
03631
05712
01035
10927
06683
10373
03068
01832
02522
10036
11849
06784
06423
05757
10873
11454
05633
07086
02226
08098
04542
06367
24127
10052
05200
09023
11258
09502
01821
02580
06186
09122
02879
08986
05917
03746
03524
05845
02034
07447
07179
08794
05463
02214
09288
05324
08930
05180
05256
06030
10568
07834
07100
11402
11698
05142
09147
23839
06944
14245
02069
03680
10459
24007
08614
10227
06364
03503
23814
04615
11420
05752
06806
07827
09508
01367
06598
01570
07377
08531
09250
04999
08799
01770
10741
07612
07309
01118
03095
01957
06663
09019
09759
01300
09787
77698
14836
02134
07747
05800
10809
05050
05919
10000
06994
10931
11348
07212
08049
02276
04799
13988
09688
08175
10205
05344
05753
09837
10119
10482
10705
01163
04609
02153
13887
09975
01854
02682
09548
05702
08452
01596
13819
08454
14999
02198
01890
03648
08954
09613
01963
08695
04773
01405
05400
03369
11049
09310
04752
11204
07214
03445
05627
07633
09217
77618
01852
15116
04320
04659
05570
77660
04318
01269
06470
03260
07515
06618
03487
04719
01812
11223
03392
08284
11490
02702
03772
07997
08354
05895
07152
06889
10905
04585
05754
12793
04645
03404
07467
09581
14052
05794
06762
14220
03713
09009
07507
05364
11178
04858
09398
01109
02291
07873
04119
06231
01234
01535
04666
06067
06551
09108
06561
09070
05704
08028
02426
01141
27840
01847
07034
06581
07192
11325
04646
08221
77669
05210
08172
05228
08321
11268
11749
05615
01064
07886
01298
11073
07982
09971
07455
05107
06162
01445
01970
04816
04824
06855
07349
10932
07864
01710
11080
05560
11081
04933
00962
02834
09232
11041
01032
09950
23810
07768
07033
41382
09426
03440
03073
21352
07962
07550
03769
08863
01200
11857
05118
15097
06697
06317
14839
05066
09401
11133
04518
07904
02484
00976
23970
05764
06701
06159
04449
05086
99726
11170
10987
01711
04047
02411
04744
06516
07113
04733
09852
08583
08170
03841
08897
09345
10824
08699
09949
03856
04866
05471
01016
06187
08182
08253
01348
04600
99838
04071
01910
07597
99745
10379
05274
05387
06831
01764
08629
04062
06319
07741
09375
10432
08005
06497
77738
08408
04221
05957
04125
09180
02727
08594
05395
05029
12416
07759
02784
08081
07481
09297
03998
21289
01006
01411
06565
08500
04729
02350
08748
02157
10844
01897
08597
07184
02757
04139
04342
09625
08039
02954
04624
09254
01567
13834
13964
02812
02362
06206
05146
13848
14287
08091
01228
12464
07589
10164
07851
09532
01108
07964
05006
02688
02670
05639
06860
04277
09951
02774
03179
08497
03591
05838
04952
10835
05196
04885
14351
06328
13908
03012
10791
09603
03519
08875
07314
03114
03455
03597
06332
09992
01988
01658
08514
08604
10348
02887
08728
05597
15237
07182
08446
04148
01464
02477
03435
02883
04034
04090
02678
04409
03007
04567
06040
05558
03453
07289
03213
01526
07292
00995
08676
10155
07778
08176
01219
11347
01471
03928
06927
15128
03642
06936
41611
03587
05818
05461
09195
04569
03290
03546
04264
05995
01513
01588
01427
06999
01018
11038
09907
04619
14068
04403
10565
03139
05434
02854
14016
04249
08983
06462
06983
04540
02616
04830
01690
06074
05081
77688
05973
09750
10397
09257
41612
01144
03481
08241
10073
03484
09728
01996
06990
04717
03723
09415
09855
09944
08462
14007
08330
09900
09793
01430
08878
06207
07408
03834
09259
02935
05587
03913
04270
01321
14081
03033
09094
06202
02574
05722
02005
04207
05860
05500
09459
01099
01927
03330
01932
22177
07378
11290
04751
02823
09363
02296
04364
28791
04756
07487
14889
09762
09871
09753
01147
03451
01662
09357
05998
01887
23216
07268
05468
04279
09878
03056
06749
05554
02299
05340
08544
09451
04158
10112
05983
08854
02462
07756
03534
09788
09602
05559
06093
09570
07984
04397
08928
04093
03857
09672
01848
06057
10803
02618
07626
03911
08341
05336
03808
09786
03371
02708
01687
07922
08873
08469
10012
06998
05890
08124
04766
